Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
IMG_20211106_120700 (Custom).jpg,Bacterial Canker,120.39793198529412,218.29627066512882,114.49992340686276,173.04138408304502,0.27660998144826693,0.2092708139179591,0.2502723644694099,0.20211176832570107,6.352925857843136,8.650718954248367,6.589782475490197,8.22643598615917,7.330560194867785,7.6643249230020505,7.420527494855898,7.686409367667439,0.0022201489980566372,0.001535774975495924,0.0019122222935589682,0.0014341153204465032,0.04711845708484773,0.03918896497097013,0.04372896401195629,0.03786971508272149,0.9645924992901691,0.9359901250471903,0.9663323294536746,0.9492603917601036
IMG_20211106_120807 (Custom).jpg,Bacterial Canker,132.82959558823532,218.0251749327182,107.34117647058824,192.65671664744332,0.2919024028866894,0.2228017821574517,0.2669404277536172,0.21207896904263812,6.308241421568629,8.37691657054979,6.24031862745098,8.208150711264897,7.220590325520167,7.55924332523856,7.311071610704698,7.591772837676846,0.0026667160861357417,0.001829287141653293,0.0022958787025648183,0.0017063252961737575,0.051640256449167074,0.042770166490829715,0.04791532847184519,0.041307690520940014,0.9611498240413282,0.9363918323946039,0.9685957913150062,0.9437934062656546
IMG_20211106_120811 (Custom).jpg,Bacterial Canker,121.60670955882352,229.06917339484812,126.52104779411766,186.480399846213,0.26241233431006217,0.19854519720618374,0.2398183352284597,0.19161302639226716,6.56939338235294,9.094025374855823,6.953799019607844,8.679369473279507,7.455790172196915,7.80429160757088,7.553915086347914,7.822342420780233,0.002070621195686455,0.0014405880919133069,0.0018320773372921477,0.0013580260512584914,0.045504078890649516,0.03795507992236753,0.04280277254211633,0.03685140501064364,0.9671771219523558,0.9383555236196889,0.9658616361912995,0.949816155862168
IMG_20211106_120815 (Custom).jpg,Bacterial Canker,95.58996629901961,204.27946174548254,115.31049325980393,158.22968089196462,0.29712751295626366,0.22150654682472007,0.2688909790406979,0.2146763336990803,5.701424632352941,8.294379084967321,6.348085171568627,7.853487120338332,7.177667924486353,7.556817724158012,7.30618074993898,7.5730537039004595,0.0026888140510110295,0.0018398394962692163,0.0023245057396043584,0.001731110369078465,0.05185377566784341,0.04289335025699457,0.048213128290999316,0.04160661448710367,0.9725284982174442,0.9414807584206695,0.966888523853611,0.9546725729164961
IMG_20211106_120823 (Custom).jpg,Bacterial Canker,76.24733455882355,177.63038831218762,117.19227941176472,156.44590542099195,0.2874304796424958,0.2166855288839194,0.25706240717618173,0.20274377553822445,5.515839460784315,8.076647443291042,6.53655024509804,8.063068050749711,7.264151950540908,7.64184418531484,7.408267322796344,7.68331545456053,0.0019795239370449477,0.0013626234608550432,0.0017079254701842439,0.0012650795741323871,0.04449184124134387,0.03691372997754417,0.041327054942062395,0.035567957126216666,0.9712657397298856,0.933223106714574,0.9558874358755748,0.9411869552616432
IMG_20211106_120833 (Custom).jpg,Bacterial Canker,92.32267156862746,146.04827374086892,102.0094362745098,188.240738177624,0.29342774332700394,0.2247902845625635,0.2668638752583682,0.21221738283874547,5.710569852941176,7.50801999231065,6.16078431372549,8.373948481353327,7.226667916713519,7.557898221720275,7.326650353728547,7.647380728708669,0.0022194912451040465,0.001553711944404904,0.0019599980842329276,0.0014353398221279754,0.047111476787551954,0.039417152921093934,0.0442718656059684,0.03788587892774794,0.9644385171127269,0.943851319709623,0.960734677556462,0.9276277659601551
IMG_20211106_120839 (Custom).jpg,Bacterial Canker,138.59620098039215,206.58782006920416,121.2425704656863,230.67354094579014,0.2605526784838064,0.1988349559745033,0.24481319148186453,0.1883566411700638,6.899662990196077,8.790511341791618,6.811320465686276,9.386712802768168,7.596291935521378,7.897983558348982,7.644712333202751,7.968544110223954,0.0017141041944504515,0.0011922599786761696,0.0015237425584510773,0.0011138267140917175,0.04140174144224433,0.03452911783808225,0.03903514517010379,0.033374042519474886,0.9600577590408371,0.9406165569340497,0.9650747871155547,0.9336916154798067
IMG_20211106_120844 (Custom).jpg,Bacterial Canker,160.13270526960787,252.42131487889273,120.31842830882356,235.1368704344483,0.2589833952385678,0.19816753237026385,0.24403822682092635,0.19367302234722567,7.157889093137256,9.376608996539794,6.829917279411766,9.238892733564015,7.615921626981539,7.934217555710681,7.653190775696762,7.9553850530901205,0.001793915933024559,0.001232448703297951,0.0016048838825511828,0.001178927987505471,0.04235464476329082,0.035106248778500264,0.04006100201631486,0.03433552078395595,0.9527609914292724,0.9257246222372517,0.9645128657591144,0.9308090182504946
IMG_20211106_120850 (Custom).jpg,Bacterial Canker,157.6344362745098,279.8098577470204,155.6411917892157,241.55940023068052,0.2553405663944375,0.18552005735282928,0.2283337273064728,0.18491483284747637,7.192095588235294,10.039523260284508,7.529580269607843,9.475709342560554,7.593978073492398,7.962482652764681,7.694934966408947,7.959567135789386,0.0018923205148710833,0.0012818838050783709,0.0016198270534469915,0.0012153886928119356,0.04350081050820873,0.035803404936938205,0.04024707509182489,0.03486242522848827,0.9538152252394396,0.9182440125726747,0.9544432940025181,0.9294180045078239
IMG_20211106_120857 (Custom).jpg,Bacterial Canker,100.42071078431373,216.85413302575932,129.2745710784314,174.06666666666666,0.28859549033362747,0.21691945385144296,0.2598344324064855,0.2097525327982685,5.827450980392157,8.536993464052287,6.7288602941176485,8.224975009611688,7.317190415456271,7.704762437058902,7.461470795179857,7.726261987555926,0.0019847344527195066,0.0013475608485246783,0.0017260868904087376,0.0012796171466302334,0.04455035861493717,0.03670913848791168,0.04154620187705174,0.03577173670134333,0.9586843267447402,0.9108631157188914,0.9468527918968802,0.9284477619061198
IMG_20211106_120916 (Custom).jpg,Bacterial Canker,119.05631127450982,193.28608996539793,82.33484987745099,151.73945405613227,0.2653523853859599,0.20554911726939104,0.2811271674772993,0.21885534387943478,6.54013480392157,8.49516339869281,5.629549632352942,7.692702806612841,7.400754862666639,7.711122778772468,7.291129160544744,7.63365436464733,0.001753559985191994,0.0012485301767087187,0.0018764504356046958,0.001343190483180027,0.041875529670584395,0.03533454650492516,0.04331801513925466,0.036649563205855905,0.9484085591600113,0.9163365915864551,0.9644008082859191,0.9343194283285005
IMG_20211106_120920 (Custom).jpg,Bacterial Canker,103.61253063725492,205.96416762783545,106.74662990196077,156.0485813148789,0.26664712387495776,0.2055256248092146,0.27266667027570707,0.21522454215011386,6.125398284313727,8.578885044213765,6.091973039215686,7.690196078431373,7.301148598367201,7.638971464724708,7.246563942214373,7.559849953321213,0.001908103417818568,0.001368849558202336,0.0019970116474132544,0.00144474241046201,0.04368184311379922,0.0369979669468788,0.044687936262634176,0.03800976730344465,0.9579924009750299,0.9166426285711377,0.9566780933814595,0.9368437815697428
IMG_20211106_120925 (Custom).jpg,Bacterial Canker,96.6109375,185.00882737408693,117.20971200980394,184.19458669742409,0.25167031669271683,0.19545642720961479,0.25752889488920844,0.20099976074645573,6.272365196078431,8.535071126489813,6.4971200980392165,8.406966551326413,7.478764993424916,7.794990974914695,7.446441545799058,7.756185783066975,0.0016128082451385883,0.00116766718387229,0.0017092582236249282,0.0012185230860103046,0.040159783927937016,0.03417114548668643,0.04134317626434776,0.03490735002847258,0.965925063386642,0.9348537518213687,0.9586100785673952,0.9351399946568607
IMG_20211106_120928 (Custom).jpg,Bacterial Canker,102.7554993872549,155.30715878508266,102.82711397058824,189.01239523260287,0.260475754658142,0.2028459342866968,0.27261039953704796,0.21207431512284802,6.219960171568628,7.916432141484045,6.055484068627452,8.169242599000386,7.3228274164081295,7.614447765387624,7.260595185800762,7.598896309102082,0.0020270932266135623,0.0014730521088730402,0.0021678347589418737,0.001546356420156622,0.04502325206616646,0.03838036097893088,0.04656001244567997,0.03932373863401879,0.9610825925754634,0.9412839410415174,0.9610295474444569,0.9285427986696662
